route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
69,,69 - TRAFFORD,East Liberty,Bus,2021-02-01,202102,WEEKDAY,496.6,20
7,,7 - SPRING GARDEN,Ross,Bus,2021-02-01,202102,WEEKDAY,66.5,20
71,,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,41.8,20
71A,,71A - NEGLEY,East Liberty,Bus,2021-02-01,202102,WEEKDAY,1782.45,20
71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-02-01,202102,WEEKDAY,1309.75,20
71C,,71C - POINT BREEZE,East Liberty,Bus,2021-02-01,202102,WEEKDAY,2015.25,20
71D,,71D - HAMILTON,East Liberty,Bus,2021-02-01,202102,WEEKDAY,1304.2,20
74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-02-01,202102,WEEKDAY,349.15,20
75,,75 - ELLSWORTH,East Liberty,Bus,2021-02-01,202102,WEEKDAY,1195.9,20
77,,77 - PENN HILLS,East Liberty,Bus,2021-02-01,202102,WEEKDAY,842.4,20
79,,79 - EAST HILLS,East Liberty,Bus,2021-02-01,202102,WEEKDAY,585.05,20
8,,8 - PERRYSVILLE,Ross,Bus,2021-02-01,202102,WEEKDAY,1263.9,20
81,,81 - OAK HILL,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,656.7,20
82,,82 - LINCOLN,East Liberty,Bus,2021-02-01,202102,WEEKDAY,1624.85,20
83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,1036.4,20
86,,86 - LIBERTY,East Liberty,Bus,2021-02-01,202102,WEEKDAY,1066.45,20
87,,87 - FRIENDSHIP,East Liberty,Bus,2021-02-01,202102,WEEKDAY,684.45,20
88,,88 - PENN,East Liberty,Bus,2021-02-01,202102,WEEKDAY,727.9,20
89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-02-01,202102,WEEKDAY,105.5,20
91,,91 - BUTLER STREET,Ross,Bus,2021-02-01,202102,WEEKDAY,1345.8,20
93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,722.65,20
G2,,G2 - WEST BUSWAY,Collier,Bus,2021-02-01,202102,WEEKDAY,809.05,20
G3,,G3 - MOON FLYER,Collier,Bus,2021-02-01,202102,WEEKDAY,71.85,20
G31,,G31 - BRIDGEVILLE FLYER,Collier,Bus,2021-02-01,202102,WEEKDAY,80.25,20
O1,,O1 - ROSS FLYER,Ross,Bus,2021-02-01,202102,WEEKDAY,60.6,20
O12,,O12 - MCKNIGHT FLYER,Ross,Bus,2021-02-01,202102,WEEKDAY,141.15,20
O5,,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2021-02-01,202102,WEEKDAY,23.15,20
P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-02-01,202102,WEEKDAY,2452.2,20
P10,,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,119.15,20
P12,,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,104.65,20
P13,,P13 - MOUNT ROYAL FLYER,Ross,Bus,2021-02-01,202102,WEEKDAY,30.7,20
P16,,P16 - PENN HILLS FLYER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,166.9,20
P17,,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,116.15,20
P2,,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2021-02-01,202102,WEEKDAY,164.8,20
P3,,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2021-02-01,202102,WEEKDAY,727,20
P67,,P67 - MONROEVILLE FLYER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,78.55,20
P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,568.75,20
P69,,P69 - TRAFFORD FLYER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,80.95,20
P7,,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,141.05,20
P71,,P71 - SWISSVALE FLYER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,72.85,20
P76,,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,138.65,20
P78,,P78 - OAKMONT FLYER,East Liberty,Bus,2021-02-01,202102,WEEKDAY,438.65,20
Y1,,Y1 - LARGE FLYER,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,57.75,20
Y45,,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,49,20
Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,521.4,20
Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,347.6,20
Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2021-02-01,202102,WEEKDAY,461.9,20
BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2021-02-01,202102,SAT.,299.25,4
RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2021-02-01,202102,SAT.,1669,4
SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2021-02-01,202102,SAT.,418.5,4
BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2021-02-01,202102,SUN.,181.5,4
RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2021-02-01,202102,SUN.,1195.75,4
SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2021-02-01,202102,SUN.,307.75,4
BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2021-02-01,202102,WEEKDAY,1250.2,20
RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2021-02-01,202102,WEEKDAY,2022.8,20
SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2021-02-01,202102,WEEKDAY,875.65,20
MI,,MONONGAHELA INCLINE,Incline,Incline,2021-02-01,202102,SAT.,737.25,4
MI,,MONONGAHELA INCLINE,Incline,Incline,2021-02-01,202102,SUN.,379.75,4
MI,,MONONGAHELA INCLINE,Incline,Incline,2021-02-01,202102,WEEKDAY,268.95,20
1,,1 - FREEPORT ROAD,Ross,Bus,2021-03-01,202103,SAT.,868.75,4
11,,11 - FINEVIEW,Ross,Bus,2021-03-01,202103,SAT.,139,4
12,,12 - MCKNIGHT,Ross,Bus,2021-03-01,202103,SAT.,781.25,4
13,,13 - BELLEVUE,Ross,Bus,2021-03-01,202103,SAT.,802.75,4
14,,14 - OHIO VALLEY,Ross,Bus,2021-03-01,202103,SAT.,331,4
15,,15 - CHARLES,Ross,Bus,2021-03-01,202103,SAT.,367.25,4
16,,16 - BRIGHTON,Ross,Bus,2021-03-01,202103,SAT.,1127.25,4
17,,17 - SHADELAND,Ross,Bus,2021-03-01,202103,SAT.,331.5,4
2,,2 - MOUNT ROYAL,Ross,Bus,2021-03-01,202103,SAT.,130.5,4
20,,20 - KENNEDY,Collier,Bus,2021-03-01,202103,SAT.,105,4
21,,21 - CORAOPOLIS,Collier,Bus,2021-03-01,202103,SAT.,331.75,4
22,,22 - MCCOY,Collier,Bus,2021-03-01,202103,SAT.,205.5,4
24,,24 - WEST PARK,Collier,Bus,2021-03-01,202103,SAT.,644.25,4
26,,26 - CHARTIERS,Collier,Bus,2021-03-01,202103,SAT.,275.5,4
27,,27 - FAIRYWOOD,Collier,Bus,2021-03-01,202103,SAT.,347.75,4
28X,,28X - AIRPORT FLYER,East Liberty,Bus,2021-03-01,202103,SAT.,702,4
29,,29 - ROBINSON,Collier,Bus,2021-03-01,202103,SAT.,286.75,4
31,,31 - BRIDGEVILLE,Collier,Bus,2021-03-01,202103,SAT.,403,4
36,,36 - BANKSVILLE,Collier,Bus,2021-03-01,202103,SAT.,68.5,4
38,,38 - GREEN TREE,Collier,Bus,2021-03-01,202103,SAT.,139.25,4
39,,39 - BROOKLINE,Collier,Bus,2021-03-01,202103,SAT.,152.25,4
4,,4 - TROY HILL,Ross,Bus,2021-03-01,202103,SAT.,116.5,4
40,,40 - MOUNT WASHINGTON,Collier,Bus,2021-03-01,202103,SAT.,79.75,4
41,,41 - BOWER HILL,Collier,Bus,2021-03-01,202103,SAT.,252,4
43,,43 - BAILEY,Collier,Bus,2021-03-01,202103,SAT.,147.5,4
44,,44 - VIA KNOXVILLE,Collier,Bus,2021-03-01,202103,SAT.,155.5,4
48,,48 - ARLINGTON,Collier,Bus,2021-03-01,202103,SAT.,916.25,4
51,,51 - CARRICK,West Mifflin,Bus,2021-03-01,202103,SAT.,2831,4
53,,53 - HOMESTEAD PARK,West Mifflin,Bus,2021-03-01,202103,SAT.,240.75,4
54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-03-01,202103,SAT.,1332,4
55,,55 - GLASSPORT,West Mifflin,Bus,2021-03-01,202103,SAT.,547.5,4
56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-03-01,202103,SAT.,352.5,4
57,,57 - HAZELWOOD,West Mifflin,Bus,2021-03-01,202103,SAT.,349.25,4
58,,58 - GREENFIELD,East Liberty,Bus,2021-03-01,202103,SAT.,82.5,4
59,,59 - MON VALLEY,West Mifflin,Bus,2021-03-01,202103,SAT.,1238.75,4
6,,6 - SPRING HILL,Ross,Bus,2021-03-01,202103,SAT.,277.25,4
60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-03-01,202103,SAT.,106.5,4
61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-03-01,202103,SAT.,1520.75,4
61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-03-01,202103,SAT.,1263.25,4
61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-03-01,202103,SAT.,2027.25,4
61D,,61D - MURRAY,West Mifflin,Bus,2021-03-01,202103,SAT.,1678.5,4
64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-03-01,202103,SAT.,901.25,4
67,,67 - MONROEVILLE,East Liberty,Bus,2021-03-01,202103,SAT.,516.75,4
69,,69 - TRAFFORD,East Liberty,Bus,2021-03-01,202103,SAT.,153.5,4
71A,,71A - NEGLEY,East Liberty,Bus,2021-03-01,202103,SAT.,1282.5,4
71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-03-01,202103,SAT.,1071.5,4
71C,,71C - POINT BREEZE,East Liberty,Bus,2021-03-01,202103,SAT.,1654.25,4
71D,,71D - HAMILTON,East Liberty,Bus,2021-03-01,202103,SAT.,869.5,4
74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-03-01,202103,SAT.,213.25,4
75,,75 - ELLSWORTH,East Liberty,Bus,2021-03-01,202103,SAT.,978.25,4
77,,77 - PENN HILLS,East Liberty,Bus,2021-03-01,202103,SAT.,458.5,4
79,,79 - EAST HILLS,East Liberty,Bus,2021-03-01,202103,SAT.,564.5,4
8,,8 - PERRYSVILLE,Ross,Bus,2021-03-01,202103,SAT.,788.75,4
81,,81 - OAK HILL,West Mifflin,Bus,2021-03-01,202103,SAT.,442.5,4
82,,82 - LINCOLN,East Liberty,Bus,2021-03-01,202103,SAT.,1432.75,4
83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-03-01,202103,SAT.,839,4
86,,86 - LIBERTY,East Liberty,Bus,2021-03-01,202103,SAT.,1313.75,4
87,,87 - FRIENDSHIP,East Liberty,Bus,2021-03-01,202103,SAT.,303,4
88,,88 - PENN,East Liberty,Bus,2021-03-01,202103,SAT.,808.5,4
89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-03-01,202103,SAT.,110.75,4
91,,91 - BUTLER STREET,Ross,Bus,2021-03-01,202103,SAT.,840.25,4
93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-03-01,202103,SAT.,292.75,4
G2,,G2 - WEST BUSWAY,Collier,Bus,2021-03-01,202103,SAT.,482.75,4
P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-03-01,202103,SAT.,2486,4
P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-03-01,202103,SAT.,352.75,4
Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2021-03-01,202103,SAT.,354.75,4
Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,2021-03-01,202103,SAT.,253.5,4
Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2021-03-01,202103,SAT.,351,4
1,,1 - FREEPORT ROAD,Ross,Bus,2021-03-01,202103,SUN.,635.25,4
11,,11 - FINEVIEW,Ross,Bus,2021-03-01,202103,SUN.,78,4
12,,12 - MCKNIGHT,Ross,Bus,2021-03-01,202103,SUN.,503.5,4
13,,13 - BELLEVUE,Ross,Bus,2021-03-01,202103,SUN.,384.25,4
14,,14 - OHIO VALLEY,Ross,Bus,2021-03-01,202103,SUN.,197,4
15,,15 - CHARLES,Ross,Bus,2021-03-01,202103,SUN.,255.5,4
16,,16 - BRIGHTON,Ross,Bus,2021-03-01,202103,SUN.,775.75,4
17,,17 - SHADELAND,Ross,Bus,2021-03-01,202103,SUN.,253.75,4
2,,2 - MOUNT ROYAL,Ross,Bus,2021-03-01,202103,SUN.,62,4
20,,20 - KENNEDY,Collier,Bus,2021-03-01,202103,SUN.,42.5,4
21,,21 - CORAOPOLIS,Collier,Bus,2021-03-01,202103,SUN.,274.75,4
22,,22 - MCCOY,Collier,Bus,2021-03-01,202103,SUN.,87.75,4
24,,24 - WEST PARK,Collier,Bus,2021-03-01,202103,SUN.,353.25,4
26,,26 - CHARTIERS,Collier,Bus,2021-03-01,202103,SUN.,200.75,4
27,,27 - FAIRYWOOD,Collier,Bus,2021-03-01,202103,SUN.,256,4
28X,,28X - AIRPORT FLYER,East Liberty,Bus,2021-03-01,202103,SUN.,591.25,4
29,,29 - ROBINSON,Collier,Bus,2021-03-01,202103,SUN.,159.25,4
31,,31 - BRIDGEVILLE,Collier,Bus,2021-03-01,202103,SUN.,332.75,4
36,,36 - BANKSVILLE,Collier,Bus,2021-03-01,202103,SUN.,57,4
38,,38 - GREEN TREE,Collier,Bus,2021-03-01,202103,SUN.,71.5,4
39,,39 - BROOKLINE,Collier,Bus,2021-03-01,202103,SUN.,65.25,4
40,,40 - MOUNT WASHINGTON,Collier,Bus,2021-03-01,202103,SUN.,72,4
41,,41 - BOWER HILL,Collier,Bus,2021-03-01,202103,SUN.,116.5,4
43,,43 - BAILEY,Collier,Bus,2021-03-01,202103,SUN.,72,4
44,,44 - VIA KNOXVILLE,Collier,Bus,2021-03-01,202103,SUN.,110.5,4
48,,48 - ARLINGTON,Collier,Bus,2021-03-01,202103,SUN.,523.5,4
51,,51 - CARRICK,West Mifflin,Bus,2021-03-01,202103,SUN.,1797.75,4
53,,53 - HOMESTEAD PARK,West Mifflin,Bus,2021-03-01,202103,SUN.,93.25,4
54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-03-01,202103,SUN.,633.25,4
55,,55 - GLASSPORT,West Mifflin,Bus,2021-03-01,202103,SUN.,407.75,4
56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-03-01,202103,SUN.,261.25,4
57,,57 - HAZELWOOD,West Mifflin,Bus,2021-03-01,202103,SUN.,257.5,4
58,,58 - GREENFIELD,East Liberty,Bus,2021-03-01,202103,SUN.,67.5,4
59,,59 - MON VALLEY,West Mifflin,Bus,2021-03-01,202103,SUN.,843.5,4
6,,6 - SPRING HILL,Ross,Bus,2021-03-01,202103,SUN.,200.5,4
60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-03-01,202103,SUN.,65,4
61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-03-01,202103,SUN.,981.75,4
61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-03-01,202103,SUN.,791,4
61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-03-01,202103,SUN.,1303.75,4
61D,,61D - MURRAY,West Mifflin,Bus,2021-03-01,202103,SUN.,898,4
64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-03-01,202103,SUN.,578.25,4
67,,67 - MONROEVILLE,East Liberty,Bus,2021-03-01,202103,SUN.,255.25,4
69,,69 - TRAFFORD,East Liberty,Bus,2021-03-01,202103,SUN.,151.25,4
71A,,71A - NEGLEY,East Liberty,Bus,2021-03-01,202103,SUN.,1032.25,4
71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-03-01,202103,SUN.,562,4
71C,,71C - POINT BREEZE,East Liberty,Bus,2021-03-01,202103,SUN.,934.25,4
71D,,71D - HAMILTON,East Liberty,Bus,2021-03-01,202103,SUN.,908.75,4
74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-03-01,202103,SUN.,59.25,4
75,,75 - ELLSWORTH,East Liberty,Bus,2021-03-01,202103,SUN.,645.25,4
77,,77 - PENN HILLS,East Liberty,Bus,2021-03-01,202103,SUN.,319,4
79,,79 - EAST HILLS,East Liberty,Bus,2021-03-01,202103,SUN.,640.75,4
8,,8 - PERRYSVILLE,Ross,Bus,2021-03-01,202103,SUN.,483.5,4
81,,81 - OAK HILL,West Mifflin,Bus,2021-03-01,202103,SUN.,310,4
82,,82 - LINCOLN,East Liberty,Bus,2021-03-01,202103,SUN.,988.5,4
83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-03-01,202103,SUN.,561.5,4
86,,86 - LIBERTY,East Liberty,Bus,2021-03-01,202103,SUN.,979,4
87,,87 - FRIENDSHIP,East Liberty,Bus,2021-03-01,202103,SUN.,100.75,4
88,,88 - PENN,East Liberty,Bus,2021-03-01,202103,SUN.,765,4
89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-03-01,202103,SUN.,45.75,4
91,,91 - BUTLER STREET,Ross,Bus,2021-03-01,202103,SUN.,575.25,4
93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-03-01,202103,SUN.,158.5,4
G2,,G2 - WEST BUSWAY,Collier,Bus,2021-03-01,202103,SUN.,353,4
P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-03-01,202103,SUN.,1590,4
P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-03-01,202103,SUN.,493.5,4
Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2021-03-01,202103,SUN.,257.25,4
Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2021-03-01,202103,SUN.,229,4
1,,1 - FREEPORT ROAD,Ross,Bus,2021-03-01,202103,WEEKDAY,1185.47826086957,23
11,,11 - FINEVIEW,Ross,Bus,2021-03-01,202103,WEEKDAY,282.173913043478,23
12,,12 - MCKNIGHT,Ross,Bus,2021-03-01,202103,WEEKDAY,717.826086956522,23
13,,13 - BELLEVUE,Ross,Bus,2021-03-01,202103,WEEKDAY,937.304347826087,23
14,,14 - OHIO VALLEY,Ross,Bus,2021-03-01,202103,WEEKDAY,673.565217391304,23
15,,15 - CHARLES,Ross,Bus,2021-03-01,202103,WEEKDAY,451.95652173913,23
16,,16 - BRIGHTON,Ross,Bus,2021-03-01,202103,WEEKDAY,1656.69565217391,23
17,,17 - SHADELAND,Ross,Bus,2021-03-01,202103,WEEKDAY,626.04347826087,23
18,,18 - MANCHESTER,Ross,Bus,2021-03-01,202103,WEEKDAY,44.8260869565217,23
19L,,19L - EMSWORTH LIMITED,Ross,Bus,2021-03-01,202103,WEEKDAY,142.304347826087,23
2,,2 - MOUNT ROYAL,Ross,Bus,2021-03-01,202103,WEEKDAY,419.826086956522,23
20,,20 - KENNEDY,Collier,Bus,2021-03-01,202103,WEEKDAY,277.260869565217,23
21,,21 - CORAOPOLIS,Collier,Bus,2021-03-01,202103,WEEKDAY,644.130434782609,23
22,,22 - MCCOY,Collier,Bus,2021-03-01,202103,WEEKDAY,330.826086956522,23
24,,24 - WEST PARK,Collier,Bus,2021-03-01,202103,WEEKDAY,747.521739130435,23
26,,26 - CHARTIERS,Collier,Bus,2021-03-01,202103,WEEKDAY,430.434782608696,23
27,,27 - FAIRYWOOD,Collier,Bus,2021-03-01,202103,WEEKDAY,508.782608695652,23
28X,,28X - AIRPORT FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,755.304347826087,23
29,,29 - ROBINSON,Collier,Bus,2021-03-01,202103,WEEKDAY,536.565217391304,23
31,,31 - BRIDGEVILLE,Collier,Bus,2021-03-01,202103,WEEKDAY,603.173913043478,23
36,,36 - BANKSVILLE,Collier,Bus,2021-03-01,202103,WEEKDAY,154.782608695652,23
38,,38 - GREEN TREE,Collier,Bus,2021-03-01,202103,WEEKDAY,343.304347826087,23
39,,39 - BROOKLINE,Collier,Bus,2021-03-01,202103,WEEKDAY,391.739130434783,23
4,,4 - TROY HILL,Ross,Bus,2021-03-01,202103,WEEKDAY,217.391304347826,23
40,,40 - MOUNT WASHINGTON,Collier,Bus,2021-03-01,202103,WEEKDAY,173.434782608696,23
41,,41 - BOWER HILL,Collier,Bus,2021-03-01,202103,WEEKDAY,482,23
43,,43 - BAILEY,Collier,Bus,2021-03-01,202103,WEEKDAY,166.086956521739,23
44,,44 - VIA KNOXVILLE,Collier,Bus,2021-03-01,202103,WEEKDAY,443.95652173913,23
48,,48 - ARLINGTON,Collier,Bus,2021-03-01,202103,WEEKDAY,1051,23
51,,51 - CARRICK,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,3647.5652173913,23
51L,,51L - CARRICK LIMITED,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,195,23
52L,,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,128.695652173913,23
53L,,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,557.086956521739,23
54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2021-03-01,202103,WEEKDAY,1759.52173913043,23
55,,55 - GLASSPORT,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,579.695652173913,23
56,,56 - LINCOLN PLACE,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,677.782608695652,23
57,,57 - HAZELWOOD,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,435.04347826087,23
58,,58 - GREENFIELD,East Liberty,Bus,2021-03-01,202103,WEEKDAY,195,23
59,,59 - MON VALLEY,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1608,23
6,,6 - SPRING HILL,Ross,Bus,2021-03-01,202103,WEEKDAY,511.260869565217,23
60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,310.652173913043,23
61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1732.78260869565,23
61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1503.08695652174,23
61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,2319.86956521739,23
61D,,61D - MURRAY,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1807.17391304348,23
64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,778.130434782609,23
65,,65 - SQUIRREL HILL,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,37.0434782608696,23
67,,67 - MONROEVILLE,East Liberty,Bus,2021-03-01,202103,WEEKDAY,670.95652173913,23
69,,69 - TRAFFORD,East Liberty,Bus,2021-03-01,202103,WEEKDAY,540.347826086957,23
7,,7 - SPRING GARDEN,Ross,Bus,2021-03-01,202103,WEEKDAY,71.9565217391304,23
71,,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,43.4347826086956,23
71A,,71A - NEGLEY,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1967.52173913043,23
71B,,71B - HIGHLAND PARK,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1521.95652173913,23
71C,,71C - POINT BREEZE,East Liberty,Bus,2021-03-01,202103,WEEKDAY,2166.47826086957,23
71D,,71D - HAMILTON,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1485.69565217391,23
74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2021-03-01,202103,WEEKDAY,358.652173913043,23
75,,75 - ELLSWORTH,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1330.47826086957,23
77,,77 - PENN HILLS,East Liberty,Bus,2021-03-01,202103,WEEKDAY,911,23
79,,79 - EAST HILLS,East Liberty,Bus,2021-03-01,202103,WEEKDAY,642,23
8,,8 - PERRYSVILLE,Ross,Bus,2021-03-01,202103,WEEKDAY,1159.39130434783,23
81,,81 - OAK HILL,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,796.173913043478,23
82,,82 - LINCOLN,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1807.60869565217,23
83,,83 - BEDFORD HILL,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,1175.91304347826,23
86,,86 - LIBERTY,East Liberty,Bus,2021-03-01,202103,WEEKDAY,1246.04347826087,23
87,,87 - FRIENDSHIP,East Liberty,Bus,2021-03-01,202103,WEEKDAY,719.478260869565,23
88,,88 - PENN,East Liberty,Bus,2021-03-01,202103,WEEKDAY,781.130434782609,23
89,,89 - GARFIELD COMMONS,East Liberty,Bus,2021-03-01,202103,WEEKDAY,109,23
91,,91 - BUTLER STREET,Ross,Bus,2021-03-01,202103,WEEKDAY,1551,23
93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2021-03-01,202103,WEEKDAY,787.913043478261,23
G2,,G2 - WEST BUSWAY,Collier,Bus,2021-03-01,202103,WEEKDAY,888.260869565217,23
G3,,G3 - MOON FLYER,Collier,Bus,2021-03-01,202103,WEEKDAY,80.5217391304348,23
G31,,G31 - BRIDGEVILLE FLYER,Collier,Bus,2021-03-01,202103,WEEKDAY,87,23
O1,,O1 - ROSS FLYER,Ross,Bus,2021-03-01,202103,WEEKDAY,63.3913043478261,23
O12,,O12 - MCKNIGHT FLYER,Ross,Bus,2021-03-01,202103,WEEKDAY,154.217391304348,23
O5,,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2021-03-01,202103,WEEKDAY,24.2608695652174,23
P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2021-03-01,202103,WEEKDAY,2838.60869565217,23
P10,,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,135.173913043478,23
P12,,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,101.739130434783,23
P13,,P13 - MOUNT ROYAL FLYER,Ross,Bus,2021-03-01,202103,WEEKDAY,30.695652173913,23
P16,,P16 - PENN HILLS FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,178.304347826087,23
P17,,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,119.173913043478,23
P2,,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2021-03-01,202103,WEEKDAY,184.217391304348,23
P3,,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2021-03-01,202103,WEEKDAY,793.304347826087,23
P67,,P67 - MONROEVILLE FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,94.7826086956522,23
P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2021-03-01,202103,WEEKDAY,590.347826086957,23
