route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
43,043,43 - BAILEY,Collier,Bus,2018-04-01,201804,SAT.,372.5,4
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-04-01,201804,SAT.,323.25,4
48,048,48 - ARLINGTON,Collier,Bus,2018-04-01,201804,SAT.,1980,4
51,051,51 - CARRICK,West Mifflin,Bus,2018-04-01,201804,SAT.,5391,4
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-04-01,201804,SAT.,343.25,4
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-04-01,201804,SAT.,2533.5,4
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-04-01,201804,SAT.,708.25,4
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-04-01,201804,SAT.,798,4
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-04-01,201804,SAT.,884,4
58,058,58 - GREENFIELD,East Liberty,Bus,2018-04-01,201804,SAT.,234.25,4
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-04-01,201804,SAT.,1899.25,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-04-01,201804,SAT.,3909,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-04-01,201804,SAT.,3318,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-04-01,201804,SAT.,5054.5,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-04-01,201804,SAT.,3899,4
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-04-01,201804,SAT.,1828,4
67,067,67 - MONROEVILLE,East Liberty,Bus,2018-04-01,201804,SAT.,1088.25,4
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-04-01,201804,SAT.,440.75,4
69,069,69 - TRAFFORD,East Liberty,Bus,2018-04-01,201804,SAT.,361,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-04-01,201804,SAT.,2880,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-04-01,201804,SAT.,2575.25,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-04-01,201804,SAT.,3291.75,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-04-01,201804,SAT.,2425.25,4
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-04-01,201804,SAT.,517.25,4
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-04-01,201804,SAT.,2020,4
77,077,77 - PENN HILLS,East Liberty,Bus,2018-04-01,201804,SAT.,1052.5,4
79,079,79 - EAST HILLS,East Liberty,Bus,2018-04-01,201804,SAT.,760.75,4
81,081,81 - OAK HILL,West Mifflin,Bus,2018-04-01,201804,SAT.,856.75,4
82,082,82 - LINCOLN,East Liberty,Bus,2018-04-01,201804,SAT.,2549,4
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-04-01,201804,SAT.,1587.75,4
86,086,86 - LIBERTY,East Liberty,Bus,2018-04-01,201804,SAT.,2703,4
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-04-01,201804,SAT.,754,4
88,088,88 - PENN,East Liberty,Bus,2018-04-01,201804,SAT.,1639,4
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-04-01,201804,SAT.,295.25,4
91,091,91 - BUTLER STREET,Ross,Bus,2018-04-01,201804,SAT.,2268.5,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-04-01,201804,SAT.,1021.25,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-04-01,201804,SAT.,5269.75,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-04-01,201804,SAT.,837,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-04-01,201804,SAT.,560.75,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-04-01,201804,SAT.,657,4
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-04-01,201804,SUN.,917.6,5
6,006,6 - SPRING HILL,Ross,Bus,2018-04-01,201804,SUN.,463,5
8,008,8 - PERRYSVILLE,Ross,Bus,2018-04-01,201804,SUN.,1017.4,5
11,011,11 - FINEVIEW,Ross,Bus,2018-04-01,201804,SUN.,156.2,5
12,012,12 - MCKNIGHT,Ross,Bus,2018-04-01,201804,SUN.,829.8,5
13,013,13 - BELLEVUE,Ross,Bus,2018-04-01,201804,SUN.,697.6,5
14,014,14 - OHIO VALLEY,Ross,Bus,2018-04-01,201804,SUN.,392,5
15,015,15 - CHARLES,Ross,Bus,2018-04-01,201804,SUN.,459,5
16,016,16 - BRIGHTON,Ross,Bus,2018-04-01,201804,SUN.,1556.4,5
17,017,17 - SHADELAND,Ross,Bus,2018-04-01,201804,SUN.,630.6,5
21,021,21 - CORAOPOLIS,Collier,Bus,2018-04-01,201804,SUN.,376.6,5
24,024,24 - WEST PARK,Collier,Bus,2018-04-01,201804,SUN.,1008,5
26,026,26 - CHARTIERS,Collier,Bus,2018-04-01,201804,SUN.,329.8,5
27,027,27 - FAIRYWOOD,Collier,Bus,2018-04-01,201804,SUN.,435,5
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-04-01,201804,SUN.,1343.4,5
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-04-01,201804,SUN.,613.6,5
38,038,38 - GREEN TREE,Collier,Bus,2018-04-01,201804,SUN.,214.4,5
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-04-01,201804,SUN.,143.8,5
41,041,41 - BOWER HILL,Collier,Bus,2018-04-01,201804,SUN.,312.8,5
43,043,43 - BAILEY,Collier,Bus,2018-04-01,201804,SUN.,257,5
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-04-01,201804,SUN.,232.8,5
48,048,48 - ARLINGTON,Collier,Bus,2018-04-01,201804,SUN.,1081.8,5
51,051,51 - CARRICK,West Mifflin,Bus,2018-04-01,201804,SUN.,3413.4,5
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-04-01,201804,SUN.,1251,5
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-04-01,201804,SUN.,563.8,5
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-04-01,201804,SUN.,617.4,5
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-04-01,201804,SUN.,659.4,5
58,058,58 - GREENFIELD,East Liberty,Bus,2018-04-01,201804,SUN.,150.8,5
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-04-01,201804,SUN.,1187.8,5
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-04-01,201804,SUN.,2699.2,5
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-04-01,201804,SUN.,2197.2,5
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-04-01,201804,SUN.,3767.2,5
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-04-01,201804,SUN.,2499.4,5
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-04-01,201804,SUN.,1004.2,5
67,067,67 - MONROEVILLE,East Liberty,Bus,2018-04-01,201804,SUN.,527.4,5
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-04-01,201804,SUN.,168,5
69,069,69 - TRAFFORD,East Liberty,Bus,2018-04-01,201804,SUN.,231.2,5
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-04-01,201804,SUN.,1918.6,5
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-04-01,201804,SUN.,1497.4,5
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-04-01,201804,SUN.,2053.2,5
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-04-01,201804,SUN.,1571.4,5
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-04-01,201804,SUN.,1397.8,5
77,077,77 - PENN HILLS,East Liberty,Bus,2018-04-01,201804,SUN.,692.8,5
79,079,79 - EAST HILLS,East Liberty,Bus,2018-04-01,201804,SUN.,440.2,5
81,081,81 - OAK HILL,West Mifflin,Bus,2018-04-01,201804,SUN.,624.8,5
82,082,82 - LINCOLN,East Liberty,Bus,2018-04-01,201804,SUN.,1846.6,5
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-04-01,201804,SUN.,946.8,5
86,086,86 - LIBERTY,East Liberty,Bus,2018-04-01,201804,SUN.,1643.2,5
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-04-01,201804,SUN.,194.8,5
88,088,88 - PENN,East Liberty,Bus,2018-04-01,201804,SUN.,1225.6,5
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-04-01,201804,SUN.,156.6,5
91,091,91 - BUTLER STREET,Ross,Bus,2018-04-01,201804,SUN.,1178,5
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-04-01,201804,SUN.,746.4,5
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-04-01,201804,SUN.,3232.8,5
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-04-01,201804,SUN.,682.8,5
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-04-01,201804,SUN.,433.6,5
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-04-01,201804,WEEKDAY,1754.71428571429,21
2,002,2 - MOUNT ROYAL,Ross,Bus,2018-04-01,201804,WEEKDAY,967.857142857143,21
4,004,4 - TROY HILL,Ross,Bus,2018-04-01,201804,WEEKDAY,682.238095238095,21
6,006,6 - SPRING HILL,Ross,Bus,2018-04-01,201804,WEEKDAY,1170.66666666667,21
7,007,7 - SPRING GARDEN,Ross,Bus,2018-04-01,201804,WEEKDAY,128.190476190476,21
8,008,8 - PERRYSVILLE,Ross,Bus,2018-04-01,201804,WEEKDAY,3335.66666666667,21
11,011,11 - FINEVIEW,Ross,Bus,2018-04-01,201804,WEEKDAY,598.285714285714,21
12,012,12 - MCKNIGHT,Ross,Bus,2018-04-01,201804,WEEKDAY,1127.14285714286,21
13,013,13 - BELLEVUE,Ross,Bus,2018-04-01,201804,WEEKDAY,2153.14285714286,21
14,014,14 - OHIO VALLEY,Ross,Bus,2018-04-01,201804,WEEKDAY,1297.71428571429,21
15,015,15 - CHARLES,Ross,Bus,2018-04-01,201804,WEEKDAY,1064.2380952381,21
16,016,16 - BRIGHTON,Ross,Bus,2018-04-01,201804,WEEKDAY,4089.19047619048,21
17,017,17 - SHADELAND,Ross,Bus,2018-04-01,201804,WEEKDAY,1377.85714285714,21
18,018,18 - MANCHESTER,Ross,Bus,2018-04-01,201804,WEEKDAY,86.8571428571429,21
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2018-04-01,201804,WEEKDAY,692.095238095238,21
20,020,20 - KENNEDY,Collier,Bus,2018-04-01,201804,WEEKDAY,604.809523809524,21
21,021,21 - CORAOPOLIS,Collier,Bus,2018-04-01,201804,WEEKDAY,1422.95238095238,21
22,022,22 - MCCOY,Collier,Bus,2018-04-01,201804,WEEKDAY,809.047619047619,21
24,024,24 - WEST PARK,Collier,Bus,2018-04-01,201804,WEEKDAY,1743.66666666667,21
26,026,26 - CHARTIERS,Collier,Bus,2018-04-01,201804,WEEKDAY,958.095238095238,21
27,027,27 - FAIRYWOOD,Collier,Bus,2018-04-01,201804,WEEKDAY,1083.2380952381,21
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,2011.90476190476,21
29,029,29 - ROBINSON,Collier,Bus,2018-04-01,201804,WEEKDAY,848.238095238095,21
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-04-01,201804,WEEKDAY,1669.14285714286,21
36,036,36 - BANKSVILLE,Collier,Bus,2018-04-01,201804,WEEKDAY,736.52380952381,21
38,038,38 - GREEN TREE,Collier,Bus,2018-04-01,201804,WEEKDAY,3425.47619047619,21
39,039,39 - BROOKLINE,Collier,Bus,2018-04-01,201804,WEEKDAY,1637,21
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-04-01,201804,WEEKDAY,594.904761904762,21
41,041,41 - BOWER HILL,Collier,Bus,2018-04-01,201804,WEEKDAY,1751.85714285714,21
43,043,43 - BAILEY,Collier,Bus,2018-04-01,201804,WEEKDAY,722.095238095238,21
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-04-01,201804,WEEKDAY,999.095238095238,21
48,048,48 - ARLINGTON,Collier,Bus,2018-04-01,201804,WEEKDAY,3028.38095238095,21
51,051,51 - CARRICK,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,8152.33333333333,21
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,699.142857142857,21
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,431.238095238095,21
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,1426.57142857143,21
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-04-01,201804,WEEKDAY,4219.80952380952,21
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,972.190476190476,21
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,1722.04761904762,21
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,1243.7619047619,21
58,058,58 - GREENFIELD,East Liberty,Bus,2018-04-01,201804,WEEKDAY,1068.71428571429,21
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,2040.09523809524,21
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,514.333333333333,21
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,5266.14285714286,21
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,4845.90476190476,21
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,6743,21
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,5914.09523809524,21
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,1766.09523809524,21
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,451.952380952381,21
67,067,67 - MONROEVILLE,East Liberty,Bus,2018-04-01,201804,WEEKDAY,2243.85714285714,21
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,94.6190476190476,21
69,069,69 - TRAFFORD,East Liberty,Bus,2018-04-01,201804,WEEKDAY,1667.61904761905,21
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,92.0476190476191,21
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-04-01,201804,WEEKDAY,6075.09523809524,21
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-04-01,201804,WEEKDAY,5659.04761904762,21
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-04-01,201804,WEEKDAY,6115.19047619048,21
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-04-01,201804,WEEKDAY,4946.14285714286,21
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-04-01,201804,WEEKDAY,1013.04761904762,21
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-04-01,201804,WEEKDAY,3366.7619047619,21
77,077,77 - PENN HILLS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,2335.61904761905,21
79,079,79 - EAST HILLS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,976.095238095238,21
81,081,81 - OAK HILL,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,1868.28571428571,21
82,082,82 - LINCOLN,East Liberty,Bus,2018-04-01,201804,WEEKDAY,4172.57142857143,21
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,2472.90476190476,21
86,086,86 - LIBERTY,East Liberty,Bus,2018-04-01,201804,WEEKDAY,2903.80952380952,21
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-04-01,201804,WEEKDAY,2791.95238095238,21
88,088,88 - PENN,East Liberty,Bus,2018-04-01,201804,WEEKDAY,3207.47619047619,21
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,451.714285714286,21
91,091,91 - BUTLER STREET,Ross,Bus,2018-04-01,201804,WEEKDAY,4468.28571428571,21
93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,2129.38095238095,21
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-04-01,201804,WEEKDAY,3911.61904761905,21
G3,G3,G3 - MOON FLYER,Collier,Bus,2018-04-01,201804,WEEKDAY,1000.90476190476,21
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2018-04-01,201804,WEEKDAY,697.809523809524,21
O1,O1,O1 - ROSS FLYER,Ross,Bus,2018-04-01,201804,WEEKDAY,1237.85714285714,21
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2018-04-01,201804,WEEKDAY,1482.85714285714,21
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2018-04-01,201804,WEEKDAY,130.52380952381,21
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-04-01,201804,WEEKDAY,10584.6666666667,21
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,700.095238095238,21
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,1239.52380952381,21
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2018-04-01,201804,WEEKDAY,315.380952380952,21
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,931.952380952381,21
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,393.952380952381,21
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2018-04-01,201804,WEEKDAY,1571.19047619048,21
P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2018-04-01,201804,WEEKDAY,2929.38095238095,21
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,487.904761904762,21
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,1208.66666666667,21
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,262.571428571429,21
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,780.714285714286,21
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,573.333333333333,21
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,990.809523809524,21
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2018-04-01,201804,WEEKDAY,1277.42857142857,21
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,810.333333333333,21
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,283.428571428571,21
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,1839.52380952381,21
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,1215.90476190476,21
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-04-01,201804,WEEKDAY,1321.33333333333,21
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-04-01,201804,SAT.,1777,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-04-01,201804,SAT.,1390,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-04-01,201804,SAT.,5576.75,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-04-01,201804,SUN.,1084,5
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-04-01,201804,SUN.,1010,5
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-04-01,201804,SUN.,3951.6,5
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-04-01,201804,WEEKDAY,6732,21
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-04-01,201804,WEEKDAY,9378,21
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-04-01,201804,WEEKDAY,10875.380952381,21
MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-04-01,201804,SAT.,2733.25,4
MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-04-01,201804,SUN.,1317.2,5
MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-04-01,201804,WEEKDAY,1343.19047619048,21
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-05-01,201805,SAT.,1410,4
4,004,4 - TROY HILL,Ross,Bus,2018-05-01,201805,SAT.,285.25,4
6,006,6 - SPRING HILL,Ross,Bus,2018-05-01,201805,SAT.,577,4
8,008,8 - PERRYSVILLE,Ross,Bus,2018-05-01,201805,SAT.,1852.5,4
11,011,11 - FINEVIEW,Ross,Bus,2018-05-01,201805,SAT.,266.5,4
12,012,12 - MCKNIGHT,Ross,Bus,2018-05-01,201805,SAT.,1423.25,4
13,013,13 - BELLEVUE,Ross,Bus,2018-05-01,201805,SAT.,1481.75,4
14,014,14 - OHIO VALLEY,Ross,Bus,2018-05-01,201805,SAT.,646.25,4
15,015,15 - CHARLES,Ross,Bus,2018-05-01,201805,SAT.,760.75,4
16,016,16 - BRIGHTON,Ross,Bus,2018-05-01,201805,SAT.,2324.5,4
17,017,17 - SHADELAND,Ross,Bus,2018-05-01,201805,SAT.,667.25,4
21,021,21 - CORAOPOLIS,Collier,Bus,2018-05-01,201805,SAT.,699.75,4
22,022,22 - MCCOY,Collier,Bus,2018-05-01,201805,SAT.,488.25,4
24,024,24 - WEST PARK,Collier,Bus,2018-05-01,201805,SAT.,1370.5,4
26,026,26 - CHARTIERS,Collier,Bus,2018-05-01,201805,SAT.,574,4
27,027,27 - FAIRYWOOD,Collier,Bus,2018-05-01,201805,SAT.,682.5,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-05-01,201805,SAT.,1837.75,4
31,031,31 - BRIDGEVILLE,Collier,Bus,2018-05-01,201805,SAT.,888.75,4
38,038,38 - GREEN TREE,Collier,Bus,2018-05-01,201805,SAT.,440.25,4
39,039,39 - BROOKLINE,Collier,Bus,2018-05-01,201805,SAT.,283.75,4
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2018-05-01,201805,SAT.,236.5,4
41,041,41 - BOWER HILL,Collier,Bus,2018-05-01,201805,SAT.,612.25,4
43,043,43 - BAILEY,Collier,Bus,2018-05-01,201805,SAT.,359.25,4
44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-05-01,201805,SAT.,289.75,4
48,048,48 - ARLINGTON,Collier,Bus,2018-05-01,201805,SAT.,1873,4
51,051,51 - CARRICK,West Mifflin,Bus,2018-05-01,201805,SAT.,5523,4
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-05-01,201805,SAT.,361.25,4
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-05-01,201805,SAT.,2022.75,4
55,055,55 - GLASSPORT,West Mifflin,Bus,2018-05-01,201805,SAT.,796.25,4
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-05-01,201805,SAT.,786.5,4
57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-05-01,201805,SAT.,971.75,4
58,058,58 - GREENFIELD,East Liberty,Bus,2018-05-01,201805,SAT.,210.25,4
59,059,59 - MON VALLEY,West Mifflin,Bus,2018-05-01,201805,SAT.,2054.25,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-05-01,201805,SAT.,3098,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-05-01,201805,SAT.,2541,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-05-01,201805,SAT.,4733.75,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2018-05-01,201805,SAT.,2921,4
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-05-01,201805,SAT.,1780.75,4
67,067,67 - MONROEVILLE,East Liberty,Bus,2018-05-01,201805,SAT.,900,4
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2018-05-01,201805,SAT.,461,4
69,069,69 - TRAFFORD,East Liberty,Bus,2018-05-01,201805,SAT.,382.5,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2018-05-01,201805,SAT.,2400.5,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-05-01,201805,SAT.,1860,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-05-01,201805,SAT.,2840.5,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2018-05-01,201805,SAT.,1804.25,4
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-05-01,201805,SAT.,528.5,4
75,075,75 - ELLSWORTH,East Liberty,Bus,2018-05-01,201805,SAT.,1656,4
77,077,77 - PENN HILLS,East Liberty,Bus,2018-05-01,201805,SAT.,1223.75,4
79,079,79 - EAST HILLS,East Liberty,Bus,2018-05-01,201805,SAT.,851.25,4
81,081,81 - OAK HILL,West Mifflin,Bus,2018-05-01,201805,SAT.,998.5,4
82,082,82 - LINCOLN,East Liberty,Bus,2018-05-01,201805,SAT.,2793.25,4
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-05-01,201805,SAT.,1575.25,4
86,086,86 - LIBERTY,East Liberty,Bus,2018-05-01,201805,SAT.,2844.5,4
87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-05-01,201805,SAT.,761.5,4
88,088,88 - PENN,East Liberty,Bus,2018-05-01,201805,SAT.,1780,4
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-05-01,201805,SAT.,327.25,4
91,091,91 - BUTLER STREET,Ross,Bus,2018-05-01,201805,SAT.,2237,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-05-01,201805,SAT.,1132.5,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-05-01,201805,SAT.,5615.5,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-05-01,201805,SAT.,862.5,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-05-01,201805,SAT.,606.25,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-05-01,201805,SAT.,697.75,4
1,001,1 - FREEPORT ROAD,Ross,Bus,2018-05-01,201805,SUN.,949,5
6,006,6 - SPRING HILL,Ross,Bus,2018-05-01,201805,SUN.,464,5
8,008,8 - PERRYSVILLE,Ross,Bus,2018-05-01,201805,SUN.,1168.2,5
11,011,11 - FINEVIEW,Ross,Bus,2018-05-01,201805,SUN.,167.2,5
